140
0 31 39 71 94 22 57 31 10 71 30 79 74 59 48 53 80 1 90 87 39 87 29 75 98 65 80 20 89 0 27 90 83 18 61 77 40 71 60 51 94 91 82 69 2 82 22 34 84 12 73 23 51 54 50 2 19 30 22 60 83 1 50 18 20 64 96 60 35 8 63 81 99 98 50 53 80 25 87 64 89 12 39 41 66 90 43 37 72 17 97 55 18 0 26 38 16 22 51 3 82 14 84 82 64 35 87 45 12 27 61 1 39 1 42 6 43 37 95 15 54 93 23 25 45 49 15 61 23 66 64 5 33 48 39 97 35 27 94 47 
31 0 1 45 57 95 51 52 33 99 67 39 44 42 64 89 91 80 50 66 98 66 72 83 66 63 33 54 90 27 53 96 83 54 42 92 50 45 44 35 44 64 74 88 6 39 29 50 71 31 16 21 97 40 5 16 4 90 70 46 17 23 43 53 30 85 45 80 82 90 15 27 54 41 67 12 32 97 62 3 28 79 77 78 71 34 46 75 24 68 22 41 43 17 94 73 54 92 5 36 34 20 15 88 62 83 52 94 32 15 50 12 46 79 42 17 13 88 93 89 56 67 82 52 84 29 25 90 21 31 26 55 3 94 95 65 29 47 12 61 
39 1 0 60 45 20 78 10 8 23 99 17 90 81 69 26 62 46 16 35 77 94 42 81 88 37 98 17 37 62 30 51 28 8 12 73 28 90 83 88 13 34 5 55 68 26 33 30 25 49 66 2 95 8 35 36 98 86 53 35 0 36 38 29 44 50 54 72 92 90 60 57 24 18 12 92 96 45 75 73 46 93 28 94 53 63 30 51 1 35 38 2 23 77 83 67 79 37 91 24 27 4 81 4 74 46 96 22 43 23 96 42 16 24 36 70 39 18 73 93 5 12 47 29 41 30 48 72 19 92 96 99 96 30 3 22 28 51 96 71 
71 45 60 0 68 1 13 60 71 87 53 77 51 0 58 92 82 6 16 1 50 13 52 98 95 7 20 23 59 17 94 86 61 12 29 82 13 95 42 37 82 47 66 85 47 24 77 81 82 93 34 33 58 87 31 53 94 4 28 5 73 75 43 34 87 25 68 52 20 10 89 54 57 7 39 56 31 68 89 66 13 24 99 72 63 82 77 9 86 58 15 59 33 10 46 20 35 14 72 55 77 14 61 86 21 0 95 5 68 84 71 34 60 22 58 23 56 35 85 43 45 0 54 78 62 52 98 98 19 23 5 96 37 67 34 58 67 29 15 88 
94 57 45 68 0 80 54 17 67 39 12 13 91 18 91 53 71 42 51 90 65 57 38 54 24 24 64 43 6 80 31 24 18 5 2 79 85 56 48 5 95 60 18 86 30 61 40 1 55 43 43 72 52 33 26 28 58 43 72 16 23 55 40 93 61 42 24 98 51 72 3 46 84 73 85 15 35 77 68 42 72 64 15 25 97 93 53 7 36 25 23 11 33 63 57 94 58 81 92 9 6 48 7 42 21 92 9 8 21 78 51 94 42 18 19 91 63 24 99 0 2 74 63 35 90 20 29 48 54 73 57 12 21 64 54 95 9 64 3 30 
22 95 20 1 80 0 79 88 20 30 40 22 57 55 9 47 28 90 95 82 63 4 46 37 68 0 84 29 16 87 60 10 46 36 50 22 32 82 62 4 12 54 78 21 10 87 68 38 77 63 72 92 67 18 81 88 70 65 17 87 5 29 49 51 66 0 73 50 82 36 6 46 90 84 68 52 23 36 42 52 52 66 96 71 84 30 11 7 95 29 46 0 10 95 3 28 47 29 78 29 17 36 28 59 72 96 12 95 84 54 99 88 73 48 60 57 78 71 16 73 52 62 26 63 58 81 91 5 10 22 87 27 58 15 39 83 63 51 30 47 
57 51 78 13 54 79 0 8 71 56 33 76 71 11 91 29 93 34 86 55 56 25 83 67 40 74 50 3 25 80 3 34 62 91 17 92 91 57 0 62 65 34 38 36 97 29 17 90 16 56 46 72 81 81 91 74 55 93 77 32 26 32 66 88 75 83 33 66 92 85 81 10 71 19 98 69 1 16 59 17 24 57 41 5 38 85 79 45 78 9 77 4 41 96 45 69 79 78 35 24 63 16 86 35 88 84 4 41 52 15 10 76 73 51 82 63 36 13 9 67 22 86 71 16 82 16 85 14 94 72 90 10 89 76 97 29 12 1 70 65 
31 52 10 60 17 88 8 0 41 66 39 15 4 10 83 39 79 68 53 25 93 95 35 34 23 32 63 35 85 33 52 6 65 46 99 48 73 56 20 14 22 11 82 27 74 65 66 53 86 71 78 79 18 66 13 41 50 76 76 88 61 29 94 26 27 93 26 0 50 99 15 24 10 49 51 84 14 69 37 0 92 68 79 10 86 44 51 36 72 80 24 33 61 70 11 88 64 38 88 66 89 55 90 99 4 42 36 19 63 25 71 56 93 51 18 79 47 22 68 20 2 44 53 15 15 17 3 79 55 43 45 44 99 35 95 55 29 31 26 45 
10 33 8 71 67 20 71 41 0 54 68 99 98 74 14 13 91 69 44 98 13 41 94 64 29 89 19 58 21 98 55 30 48 60 84 49 84 18 49 29 72 18 29 23 44 43 36 35 13 81 85 78 22 79 42 51 68 13 62 41 11 69 23 59 30 8 60 14 78 10 43 3 80 24 26 24 68 14 11 33 47 96 11 70 75 5 73 95 18 87 37 82 9 60 41 39 20 54 5 99 64 48 54 44 25 80 68 45 46 79 78 94 27 41 16 2 46 89 97 64 29 86 46 38 99 40 29 19 94 34 70 10 34 24 54 59 56 74 4 3 
71 99 23 87 39 30 56 66 54 0 38 83 22 36 73 21 28 2 92 22 88 63 84 23 87 38 82 44 12 39 99 17 73 96 1 49 61 87 22 15 23 60 51 45 49 24 66 77 79 58 52 67 73 36 42 61 75 77 57 39 16 56 9 89 4 10 90 65 98 65 80 21 77 83 66 26 8 84 4 39 94 56 58 68 44 1 81 19 78 90 11 46 98 20 87 2 30 78 19 80 95 51 1 72 35 19 99 95 55 55 34 50 11 92 70 55 45 3 27 75 93 90 73 91 10 61 45 92 91 64 73 86 67 26 58 2 98 57 97 53 
