110
0 17 14 74 75 54 83 24 10 78 61 75 89 78 72 48 15 7 82 94 26 61 50 43 30 53 55 80 23 4 79 25 22 45 51 49 99 34 73 62 13 86 89 54 65 13 54 32 21 36 78 47 49 28 42 80 33 98 12 57 2 91 82 76 89 86 77 88 20 50 2 85 37 92 39 54 57 93 86 78 82 64 77 31 45 72 63 78 70 75 87 24 19 22 53 60 8 30 0 28 33 3 14 70 47 5 76 4 51 62 
17 0 78 64 16 75 36 32 54 58 59 41 83 30 15 88 90 23 70 91 52 3 94 18 25 93 75 1 97 26 15 84 11 46 49 80 21 37 12 27 96 23 21 31 54 36 19 44 60 41 87 64 45 33 34 22 26 9 76 76 88 43 60 99 89 61 31 63 99 95 90 95 19 11 26 73 0 97 69 60 38 57 24 35 42 10 10 69 19 86 97 7 81 57 59 71 19 90 86 18 38 76 65 57 40 91 82 92 40 3 
14 78 0 28 18 55 38 28 76 9 66 73 17 47 30 28 70 1 70 56 71 8 85 36 65 77 79 99 69 71 3 21 2 15 1 20 70 91 48 46 0 66 19 17 13 2 97 84 55 68 40 79 76 25 15 94 2 47 93 23 18 48 44 72 64 97 92 86 88 92 33 89 58 4 58 72 58 56 8 66 24 48 45 52 26 12 46 80 59 92 4 30 40 0 2 4 98 95 91 86 39 76 27 98 32 86 22 43 94 30 
74 64 28 0 22 8 18 69 89 30 61 45 60 53 45 14 58 95 61 1 34 1 29 61 51 13 99 73 56 93 55 17 63 37 23 86 46 42 7 87 24 20 32 84 73 29 98 31 77 60 84 11 13 13 24 64 79 24 37 35 69 44 53 85 81 28 23 79 22 30 66 46 50 50 30 23 80 81 7 9 93 43 20 6 9 44 70 88 20 59 23 42 3 28 79 36 57 2 16 79 32 82 26 34 33 8 9 65 41 16 
75 16 18 22 0 21 42 62 9 15 21 32 57 24 13 88 13 22 90 29 1 74 11 79 8 96 40 69 13 81 38 39 16 50 85 8 71 80 71 80 95 92 64 4 69 77 92 82 99 34 11 53 8 74 84 68 23 24 37 36 6 27 76 74 77 13 82 48 45 53 80 40 98 45 96 67 22 40 1 74 74 12 27 34 38 63 2 61 88 92 50 46 19 78 20 49 91 2 97 37 8 78 29 6 23 78 25 97 18 26 
54 75 55 8 21 0 66 34 42 54 78 92 52 49 70 72 98 13 26 48 2 34 78 84 92 53 62 17 50 32 43 26 77 33 28 9 14 94 95 56 0 25 0 52 74 70 76 25 35 3 73 38 89 51 22 82 4 36 99 6 68 95 32 98 28 61 59 42 55 54 50 8 31 50 12 5 72 89 30 8 44 55 98 85 6 72 19 10 8 71 69 28 66 1 26 46 62 37 41 70 91 91 30 74 94 42 80 66 83 62 
83 36 38 18 42 66 0 84 39 8 7 8 89 73 9 15 20 24 53 61 46 96 4 76 71 98 70 3 17 54 17 95 33 87 24 50 64 24 87 3 85 94 11 74 20 72 41 40 48 94 53 94 43 57 70 66 8 41 21 25 47 38 72 32 26 96 83 42 73 22 97 58 68 60 32 88 32 73 28 81 20 81 27 15 91 50 33 99 43 54 76 90 44 0 22 22 49 57 16 22 31 13 80 0 73 64 88 6 89 17 
24 32 28 69 62 34 84 0 44 11 15 20 1 12 73 76 86 22 85 3 44 17 16 76 17 90 40 57 48 81 26 87 43 77 5 19 22 74 81 67 37 48 39 39 60 12 67 47 34 52 50 78 21 66 6 38 56 46 96 4 28 22 43 23 51 1 42 26 27 75 93 64 24 32 55 84 45 22 83 79 27 33 10 48 52 16 39 60 15 87 17 95 61 60 18 65 13 12 91 40 88 84 5 12 68 12 48 13 35 32 
10 54 76 89 9 42 39 44 0 42 88 47 89 2 59 59 67 73 24 58 65 12 94 22 76 62 35 24 28 22 8 25 36 26 84 98 47 59 52 77 54 40 76 95 42 88 55 61 61 79 19 26 43 13 1 19 28 36 95 56 58 4 33 94 82 17 92 29 28 44 59 82 37 87 30 31 75 85 93 88 16 64 67 59 30 68 30 58 4 25 66 14 81 99 8 15 68 52 97 96 49 56 31 38 95 61 21 23 98 66 
78 58 9 30 15 54 8 11 42 0 32 37 68 14 88 28 81 56 81 78 52 82 86 83 72 82 96 93 5 94 60 68 8 43 99 85 56 97 40 27 52 73 64 72 39 52 1 20 60 34 51 12 16 37 48 88 71 44 81 28 91 93 97 51 36 48 37 92 97 77 71 49 2 35 74 41 39 75 14 99 9 65 64 77 54 12 65 26 8 98 54 51 44 3 3 80 51 40 25 49 69 96 50 72 84 24 65 75 51 31 
