90
0 31 23 45 38 78 55 75 54 74 3 73 66 75 17 51 17 6 53 42 90 93 54 54 8 68 13 30 54 29 51 73 60 26 70 50 5 25 78 11 52 33 85 18 9 54 21 26 61 74 68 3 20 74 57 80 42 23 10 96 52 13 21 64 92 91 67 49 69 45 60 73 78 45 43 39 52 65 17 13 91 37 68 63 63 25 44 58 0 6 
31 0 72 28 69 64 71 36 13 92 33 73 65 63 71 9 3 23 26 20 88 17 58 56 81 73 33 77 31 34 35 38 38 59 66 59 23 89 47 88 82 80 14 99 44 85 8 99 60 86 19 0 4 29 56 37 3 41 66 34 27 53 24 66 13 90 25 88 32 73 77 14 5 91 65 49 28 74 0 40 60 20 40 16 1 48 5 56 41 71 
23 72 0 67 35 90 10 12 78 42 37 55 8 95 98 73 44 78 99 97 18 12 17 10 28 70 10 86 79 52 9 22 21 86 89 8 76 51 72 55 93 10 62 53 5 61 27 1 91 26 98 10 90 67 72 71 90 83 57 69 35 66 91 8 53 32 16 29 84 88 36 29 50 99 35 55 12 62 9 55 40 59 65 31 27 90 2 69 73 11 
45 28 67 0 68 82 13 36 64 49 24 0 31 27 51 66 34 15 28 43 71 20 55 88 51 34 78 5 3 3 16 41 63 46 22 83 28 35 19 92 37 96 45 68 75 48 34 9 64 14 5 87 34 60 75 38 94 6 95 97 9 12 90 25 10 12 8 38 99 80 83 36 28 28 4 3 28 90 12 92 4 17 79 39 29 7 29 23 13 24 
38 69 35 68 0 98 26 60 89 26 40 24 14 20 4 19 23 32 9 87 25 14 57 56 5 86 15 34 62 28 10 34 3 99 49 54 49 75 14 38 53 6 62 68 26 66 39 49 99 48 37 76 14 94 84 71 32 0 57 94 28 68 29 83 67 30 38 68 57 4 7 11 11 21 31 37 40 70 39 91 70 76 19 37 22 3 8 6 3 66 
78 64 90 82 98 0 12 9 73 21 14 32 32 25 54 15 14 46 85 53 89 8 81 8 45 55 63 53 62 19 71 63 55 57 97 74 62 9 36 36 30 50 68 15 27 74 30 41 72 68 95 61 76 76 21 21 32 37 26 94 56 50 9 11 7 6 37 70 67 73 58 49 75 26 16 2 53 99 96 25 19 43 39 95 19 60 68 3 97 46 
55 71 10 13 26 12 0 6 26 87 31 36 89 59 14 5 13 67 56 9 45 75 52 84 22 24 44 90 27 94 37 29 99 33 39 68 89 8 26 67 95 57 3 84 16 70 42 82 37 98 91 34 74 96 18 96 20 15 39 99 9 28 28 60 13 68 28 3 76 6 22 71 64 78 8 32 48 50 14 37 48 58 72 74 54 42 71 26 57 62 
75 36 12 36 60 9 6 0 6 98 66 81 21 82 59 29 66 59 79 33 48 80 43 72 54 97 15 25 23 72 39 0 91 29 54 22 33 28 81 91 26 99 72 0 81 83 81 48 94 13 33 43 93 76 15 47 25 82 25 0 55 64 0 98 94 55 20 27 83 53 70 62 53 43 14 34 78 95 34 73 60 19 68 53 95 35 53 20 18 78 
54 13 78 64 89 73 26 6 0 15 0 38 29 5 33 43 40 63 91 26 88 51 46 8 57 93 44 10 14 14 88 86 91 82 11 66 23 91 65 42 7 65 32 36 71 17 80 63 81 23 41 69 26 39 30 83 33 74 93 99 40 33 37 31 68 49 49 91 40 66 85 47 83 18 84 54 87 16 69 68 91 63 90 17 2 20 1 35 46 46 
74 92 42 49 26 21 87 98 15 0 36 76 65 19 46 1 26 34 17 47 54 60 10 44 77 65 16 30 52 62 77 39 0 9 15 21 57 40 43 48 5 79 76 70 51 23 71 29 57 40 76 11 52 39 8 30 4 76 12 56 91 41 47 91 50 62 65 7 2 8 7 60 88 84 82 91 59 6 20 68 46 96 31 51 87 39 81 91 16 45 
3 33 37 24 40 14 31 66 0 36 0 4 24 16 40 7 7 99 13 27 19 11 75 51 62 63 42 95 6 58 41 6 17 80 54 20 17 64 87 14 80 63 71 5 79 11 64 86 63 77 65 82 40 93 85 55 56 28 50 62 38 43 21 56 23 75 28 93 91 15 7 71 79 30 28 10 94 92 49 57 21 66 91 14 59 29 69 67 57 19 
73 73 55 0 24 32 36 81 38 76 4 0 92 78 73 21 40 67 65 89 76 87 56 20 1 15 49 22 35 58 41 17 53 8 20 57 99 50 40 82 19 87 25 63 17 51 36 58 18 2 99 47 41 55 67 94 23 68 16 58 26 9 75 31 18 47 40 17 97 81 51 68 20 77 31 38 28 68 48 98 22 47 45 63 3 64 9 78 84 25 
66 65 8 31 14 32 89 21 29 65 24 92 0 36 54 10 26 34 30 74 84 4 73 30 19 28 46 28 6 31 5 94 93 92 9 39 48 23 74 74 82 41 51 61 29 5 24 55 91 6 81 75 11 55 57 30 83 56 11 90 39 16 36 84 60 98 24 9 21 50 83 56 91 34 69 21 91 45 28 82 52 10 9 15 17 19 97 0 75 8 
75 63 95 27 20 25 59 82 5 19 16 78 36 0 67 28 41 58 73 69 92 77 31 2 92 48 73 42 49 48 2 43 14 79 74 64 69 3 91 67 6 67 1 64 87 68 92 28 27 18 50 71 95 81 25 40 30 98 34 31 98 36 74 12 68 49 29 89 4 72 56 10 39 57 75 79 78 19 7 5 37 57 76 85 91 2 77 73 52 11 
17 71 98 51 4 54 14 59 33 46 40 73 54 67 0 21 39 52 41 46 9 30 56 38 15 99 92 44 72 44 55 76 95 7 6 11 26 38 7 35 74 76 0 20 36 26 42 75 31 83 73 40 65 81 78 81 80 22 25 52 67 33 80 14 40 39 25 66 77 85 53 51 61 5 71 49 32 65 24 63 0 97 55 66 79 86 99 11 8 76 
51 9 73 66 19 15 5 29 43 1 7 21 10 28 21 0 66 63 4 42 78 5 40 33 71 71 71 70 82 80 46 98 7 8 43 49 61 78 69 81 43 25 7 58 43 38 97 61 1 2 4 79 59 96 64 82 67 36 52 1 16 50 0 75 10 95 25 72 25 46 5 68 23 64 27 66 2 76 80 3 78 84 34 89 80 99 71 99 87 75 
17 3 44 34 23 14 13 66 40 26 7 40 26 41 39 66 0 37 49 27 92 79 11 27 21 43 78 92 42 65 68 95 20 46 99 2 86 99 10 99 76 67 17 21 96 51 46 44 40 47 71 33 78 83 12 99 26 90 44 21 7 12 68 79 10 19 81 96 70 43 95 46 11 64 20 59 68 66 3 8 65 75 93 43 10 5 95 88 95 39 
6 23 78 15 32 46 67 59 63 34 99 67 34 58 52 63 37 0 56 88 54 21 63 47 16 25 53 11 66 48 2 27 55 5 9 88 70 58 55 32 29 18 41 99 43 66 37 28 60 45 17 14 18 32 13 35 58 66 98 24 67 1 3 22 6 12 10 29 22 18 61 52 88 54 51 31 20 41 60 32 38 29 98 57 61 12 44 71 30 42 
53 26 99 28 9 85 56 79 91 17 13 65 30 73 41 4 49 56 0 35 3 77 64 53 34 78 65 30 49 96 72 49 45 68 52 17 22 67 51 5 5 55 49 47 47 99 93 22 21 31 58 24 8 74 78 94 4 95 24 6 43 49 55 41 17 7 58 91 26 61 96 32 68 97 31 67 48 76 89 69 8 99 94 68 26 24 63 30 71 39 
42 20 97 43 87 53 9 33 26 47 27 89 74 69 46 42 27 88 35 0 59 81 59 5 49 37 81 64 19 52 4 8 19 92 51 27 50 54 45 98 83 24 95 48 75 36 92 93 78 65 53 89 98 12 94 48 1 27 64 20 79 68 28 99 13 32 78 15 86 24 65 21 0 60 69 76 49 13 69 79 31 22 68 29 86 14 29 39 41 94 
90 88 18 71 25 89 45 48 88 54 19 76 84 92 9 78 92 54 3 59 0 53 98 20 82 37 86 64 76 79 10 88 52 24 81 27 4 5 29 98 68 7 10 3 86 83 8 40 56 30 16 9 83 67 81 17 4 20 81 80 99 91 21 3 68 2 31 72 7 12 22 27 72 33 31 58 68 91 50 76 21 67 37 4 34 19 21 90 91 55 
93 17 12 20 14 8 75 80 51 60 11 87 4 77 30 5 79 21 77 81 53 0 93 28 31 27 99 5 17 90 60 39 80 58 83 78 25 28 7 15 33 1 76 66 14 22 29 90 36 36 64 27 11 9 7 43 36 6 0 5 96 60 96 28 70 79 7 95 60 14 11 45 67 39 11 82 62 93 24 50 29 40 77 92 49 36 87 37 42 87 
54 58 17 55 57 81 52 43 46 10 75 56 73 31 56 40 11 63 64 59 98 93 0 62 57 11 98 45 48 93 84 42 83 32 32 54 2 54 84 19 88 29 0 68 93 20 59 39 2 95 61 34 60 75 48 17 86 99 14 34 92 99 28 27 83 60 34 37 67 18 56 55 99 8 75 92 28 34 83 30 29 96 17 41 71 65 59 57 16 25 
54 56 10 88 56 8 84 72 8 44 51 20 30 2 38 33 27 47 53 5 20 28 62 0 43 88 11 54 45 27 32 41 36 8 64 76 68 0 98 16 3 38 73 14 30 39 0 15 33 72 35 57 74 99 51 70 87 62 76 85 89 8 78 77 17 42 53 37 43 3 53 46 94 27 12 24 66 12 91 51 37 26 8 63 78 11 85 17 25 62 
8 81 28 51 5 45 22 54 57 77 62 1 19 92 15 71 21 16 34 49 82 31 57 43 0 76 2 83 93 27 45 48 94 16 80 91 55 55 45 84 25 50 66 94 2 27 27 78 54 72 97 84 7 95 74 5 71 76 88 65 56 34 13 2 2 45 45 9 53 90 93 30 41 59 24 43 86 3 73 92 76 70 28 83 66 3 40 89 31 28 
68 73 70 34 86 55 24 97 93 65 63 15 28 48 99 71 43 25 78 37 37 27 11 88 76 0 49 31 17 81 60 71 20 74 43 62 43 60 2 21 78 80 44 78 51 27 55 17 49 36 4 15 92 65 9 36 93 59 67 10 92 79 33 12 6 76 27 49 36 29 22 66 61 66 97 12 46 52 81 95 88 85 62 33 50 71 69 95 30 36 
13 33 10 78 15 63 44 15 44 16 42 49 46 73 92 71 78 53 65 81 86 99 98 11 2 49 0 66 88 76 55 93 51 23 84 38 97 52 4 24 60 51 73 82 59 40 54 31 54 78 84 14 42 74 89 40 18 83 6 6 11 61 52 62 36 36 52 33 40 8 9 0 11 34 35 70 75 89 53 81 19 89 47 13 15 36 53 34 71 12 
30 77 86 5 34 53 90 25 10 30 95 22 28 42 44 70 92 11 30 64 64 5 45 54 83 31 66 0 89 59 0 29 94 25 74 43 39 55 45 87 76 8 96 50 82 39 59 26 58 9 76 9 78 16 60 61 71 0 49 60 11 1 41 5 78 67 0 18 22 98 5 51 6 1 53 88 40 65 14 50 74 43 12 5 59 24 18 30 24 19 
54 31 79 3 62 62 27 23 14 52 6 35 6 49 72 82 42 66 49 19 76 17 48 45 93 17 88 89 0 34 23 33 70 43 21 14 94 76 59 62 5 2 88 38 3 14 76 92 33 79 96 3 8 94 88 95 4 46 99 43 81 23 29 3 18 50 17 64 26 29 27 83 31 15 21 35 29 97 79 15 28 27 18 37 22 58 32 78 5 31 
29 34 52 3 28 19 94 72 14 62 58 58 31 48 44 80 65 48 96 52 79 90 93 27 27 81 76 59 34 0 18 42 3 76 45 44 1 49 55 43 80 94 11 94 17 47 81 27 64 18 17 44 32 34 46 34 25 6 21 94 72 91 36 75 67 33 72 21 83 27 64 15 73 27 61 91 74 42 18 38 61 35 34 45 69 32 31 94 39 4 
51 35 9 16 10 71 37 39 88 77 41 41 5 2 55 46 68 2 72 4 10 60 84 32 45 60 55 0 23 18 0 72 69 9 1 8 24 64 70 12 61 12 16 74 27 0 47 33 58 63 61 6 44 25 41 70 11 9 28 43 15 42 15 85 51 17 45 76 33 15 40 94 27 9 68 54 9 16 39 19 31 1 25 76 78 19 98 89 28 26 
73 38 22 41 34 63 29 0 86 39 6 17 94 43 76 98 95 27 49 8 88 39 42 41 48 71 93 29 33 42 72 0 53 90 80 86 14 1 15 14 55 60 6 55 33 8 24 64 70 9 82 52 26 6 63 70 56 41 61 99 51 83 27 56 25 7 94 39 8 10 53 15 70 11 23 55 19 47 19 90 57 54 94 83 60 57 53 68 50 67 
60 38 21 63 3 55 99 91 91 0 17 53 93 14 95 7 20 55 45 19 52 80 83 36 94 20 51 94 70 3 69 53 0 23 64 19 54 18 75 24 81 41 99 64 82 86 21 26 44 74 93 92 88 63 38 85 44 41 40 94 46 61 11 56 37 27 75 91 45 51 16 79 44 67 43 26 5 16 4 49 91 98 93 31 61 31 69 57 24 9 
26 59 86 46 99 57 33 29 82 9 80 8 92 79 7 8 46 5 68 92 24 58 32 8 16 74 23 25 43 76 9 90 23 0 71 96 12 12 50 63 51 59 82 17 60 68 30 40 8 60 77 2 80 11 89 84 7 7 57 12 2 91 16 20 96 39 16 60 52 18 75 3 77 57 73 89 25 55 82 86 15 11 88 96 22 29 32 29 88 42 
70 66 89 22 49 97 39 54 11 15 54 20 9 74 6 43 99 9 52 51 81 83 32 64 80 43 84 74 21 45 1 80 64 71 0 56 94 77 39 88 31 92 8 92 22 86 26 46 93 67 51 34 24 68 67 77 59 29 15 79 79 94 93 25 59 21 81 6 99 73 46 82 65 54 74 40 92 52 38 85 71 89 71 96 57 90 25 16 71 92 
50 59 8 83 54 74 68 22 66 21 20 57 39 64 11 49 2 88 17 27 27 78 54 76 91 62 38 43 14 44 8 86 19 96 56 0 57 58 21 13 72 7 68 20 11 77 94 7 82 72 41 73 21 65 88 19 98 93 94 99 21 61 97 53 20 40 12 29 50 85 94 74 45 62 46 8 91 40 68 74 64 9 47 37 26 87 8 24 80 2 
5 23 76 28 49 62 89 33 23 57 17 99 48 69 26 61 86 70 22 50 4 25 2 68 55 43 97 39 94 1 24 14 54 12 94 57 0 65 95 20 32 4 36 21 10 14 8 25 83 87 7 31 82 51 26 14 74 60 55 73 75 51 48 44 14 96 68 18 13 16 90 45 72 26 66 83 40 26 8 76 65 67 59 47 71 37 13 45 97 69 
25 89 51 35 75 9 8 28 91 40 64 50 23 3 38 78 99 58 67 54 5 28 54 0 55 60 52 55 76 49 64 1 18 12 77 58 65 0 76 41 46 34 92 70 64 70 64 78 40 36 51 38 73 40 43 9 52 37 58 61 28 29 92 97 23 41 83 56 56 59 50 54 93 42 76 57 64 40 87 56 76 39 94 49 31 89 10 36 26 69 
78 47 72 19 14 36 26 81 65 43 87 40 74 91 7 69 10 55 51 45 29 7 84 98 45 2 4 45 59 55 70 15 75 50 39 21 95 76 0 82 17 18 14 64 65 41 87 69 84 2 13 83 46 96 77 92 63 61 96 65 23 73 65 44 0 59 21 0 37 89 35 6 7 49 22 72 42 9 93 78 64 7 62 62 55 39 54 18 52 2 
11 88 55 92 38 36 67 91 42 48 14 82 74 67 35 81 99 32 5 98 98 15 19 16 84 21 24 87 62 43 12 14 24 63 88 13 20 41 82 0 95 16 74 56 9 38 87 73 97 79 31 35 88 96 86 59 69 29 84 12 73 12 91 44 68 71 86 51 17 21 62 64 90 36 20 99 26 7 72 76 39 4 63 27 52 49 38 73 31 22 
52 82 93 37 53 30 95 26 7 5 80 19 82 6 74 43 76 29 5 83 68 33 88 3 25 78 60 76 5 80 61 55 81 51 31 72 32 46 17 95 0 64 72 36 66 32 42 19 18 55 45 33 60 26 10 91 12 37 13 24 47 57 73 13 40 2 79 82 84 84 82 86 48 6 74 67 38 16 86 8 24 31 41 84 10 4 27 74 93 40 
33 80 10 96 6 50 57 99 65 79 63 87 41 67 76 25 67 18 55 24 7 1 29 38 50 80 51 8 2 94 12 60 41 59 92 7 4 34 18 16 64 0 39 14 39 3 41 80 56 33 56 18 0 68 26 4 89 85 35 37 90 6 88 88 27 10 93 38 62 87 72 28 4 63 94 95 18 36 75 75 21 84 45 73 52 23 77 93 61 12 
85 14 62 45 62 68 3 72 32 76 71 25 51 1 0 7 17 41 49 95 10 76 0 73 66 44 73 96 88 11 16 6 99 82 8 68 36 92 14 74 72 39 0 1 45 96 75 20 43 32 23 16 15 10 87 19 53 82 52 90 89 50 9 48 19 4 51 87 83 91 95 10 56 15 63 1 12 38 21 7 23 97 23 38 59 63 57 13 97 61 
18 99 53 68 68 15 84 0 36 70 5 63 61 64 20 58 21 99 47 48 3 66 68 14 94 78 82 50 38 94 74 55 64 17 92 20 21 70 64 56 36 14 1 0 27 68 73 66 13 41 31 17 32 92 96 61 65 39 99 51 78 99 40 56 10 46 21 5 72 29 23 2 18 58 98 46 26 23 64 91 65 95 60 49 40 56 63 57 47 62 
9 44 5 75 26 27 16 81 71 51 79 17 29 87 36 43 96 43 47 75 86 14 93 30 2 51 59 82 3 17 27 33 82 60 22 11 10 64 65 9 66 39 45 27 0 37 9 10 77 60 28 9 80 41 52 98 99 52 30 14 0 77 90 25 86 19 33 70 0 1 36 5 54 59 87 63 48 96 25 25 9 53 86 89 46 39 87 45 91 70 
54 85 61 48 66 74 70 83 17 23 11 51 5 68 26 38 51 66 99 36 83 22 20 39 27 27 40 39 14 47 0 8 86 68 86 77 14 70 41 38 32 3 96 68 37 0 99 13 26 13 15 59 36 71 27 48 73 85 0 20 87 22 79 33 96 92 47 7 25 16 74 32 93 89 66 81 12 17 94 91 30 9 50 18 80 29 66 5 67 67 
