130
0 36 82 77 2 40 43 89 14 78 74 22 54 57 25 16 92 23 9 88 40 7 2 76 74 93 33 12 58 64 55 64 0 89 93 2 30 36 44 44 14 18 19 21 27 44 37 71 68 46 11 8 5 65 36 80 58 21 92 68 85 0 84 85 89 77 40 19 13 84 16 80 54 35 1 33 79 38 56 99 36 19 60 42 84 96 74 95 18 18 63 55 18 0 93 60 29 33 31 43 69 47 75 75 82 28 60 14 18 68 65 54 87 25 48 23 74 22 18 44 93 34 99 63 86 92 23 15 77 55 
10 0 54 85 73 89 13 33 55 31 1 20 38 40 98 86 64 72 61 34 16 6 20 15 69 6 8 45 22 85 0 32 84 6 70 57 95 83 43 2 67 96 23 5 89 21 43 5 93 4 39 61 62 12 76 32 18 36 77 92 74 29 77 10 35 47 19 83 30 62 85 49 11 60 54 0 33 50 5 78 6 96 39 69 8 68 1 79 4 78 71 30 59 48 40 46 95 60 29 78 74 67 79 85 27 34 37 61 36 94 91 42 91 31 11 51 99 12 30 3 42 2 34 53 2 26 0 50 86 29 
28 13 0 7 50 28 93 88 41 29 34 32 72 25 63 35 29 62 48 59 18 42 13 4 96 16 30 96 66 69 77 46 34 78 5 84 6 51 24 47 32 59 79 56 36 95 92 65 57 92 25 27 34 90 31 82 58 14 30 76 35 60 74 69 38 80 5 44 83 30 43 15 41 22 72 77 69 64 43 27 56 20 6 42 62 90 77 21 56 7 49 91 19 24 12 57 4 69 53 39 99 96 54 40 71 26 70 40 42 65 19 50 37 26 93 99 68 22 72 24 29 22 15 49 46 79 58 2 48 64 
41 0 60 0 92 83 74 62 76 16 27 47 67 64 25 12 16 93 34 88 17 15 10 84 16 56 15 27 58 64 91 99 16 51 47 8 87 21 71 63 37 50 62 56 67 88 68 83 81 54 71 99 22 82 35 38 90 51 65 49 67 56 0 83 60 47 91 99 20 14 14 10 65 76 66 32 64 87 15 98 93 38 97 15 72 84 6 63 35 71 64 2 80 64 85 92 64 29 91 36 43 5 46 8 33 65 92 98 52 59 48 97 98 97 13 70 81 19 33 17 42 97 71 74 14 9 66 30 38 9 
66 81 66 13 0 0 78 86 50 82 46 98 79 44 95 44 66 28 63 52 45 58 1 69 32 15 78 51 97 68 60 16 1 79 29 43 31 59 30 33 93 28 83 72 24 78 69 90 58 32 42 56 42 96 25 75 63 55 78 61 23 90 77 24 69 58 20 0 69 2 85 62 30 68 86 54 98 55 96 57 40 91 13 82 87 38 9 50 45 87 63 68 78 92 44 99 50 64 52 71 18 37 33 48 6 72 54 4 79 3 61 19 94 74 2 33 64 63 35 9 51 99 29 81 91 74 80 94 90 32 
17 9 22 3 9 0 75 16 84 54 19 98 74 13 72 28 46 89 91 81 50 94 32 80 75 76 6 8 22 48 40 39 57 62 42 19 42 69 35 27 24 54 25 50 19 49 30 17 90 73 50 41 68 35 73 95 11 79 3 33 27 96 24 37 10 67 8 53 36 43 32 12 49 9 14 20 10 44 89 1 70 39 94 38 26 67 33 37 98 89 22 77 85 99 14 95 66 22 0 54 17 84 19 18 93 33 38 56 30 27 57 0 19 3 90 45 22 75 35 20 64 57 49 1 56 16 97 74 38 49 
81 8 34 52 26 27 0 17 83 67 96 92 19 15 47 9 13 69 85 48 41 1 57 91 3 66 7 0 92 97 49 73 5 83 77 84 63 15 1 98 82 97 43 2 65 90 63 78 60 48 78 53 50 35 44 53 53 3 5 46 53 6 71 58 42 49 94 5 64 47 55 98 97 98 52 62 41 16 92 53 16 22 6 18 57 3 71 63 58 28 9 11 35 80 22 29 81 16 34 97 16 41 96 13 92 0 27 33 68 71 86 85 93 44 3 50 47 27 65 6 7 74 17 94 7 39 23 88 8 9 
38 24 51 34 37 43 86 0 28 55 87 14 92 80 58 47 82 58 26 48 64 34 22 33 28 29 25 4 70 33 13 8 9 16 94 46 59 32 62 87 39 1 53 31 81 12 31 63 22 57 11 86 43 86 71 24 67 96 28 89 81 93 97 90 10 43 88 69 76 2 9 67 3 62 99 84 26 82 0 48 91 63 86 35 49 10 11 69 6 39 58 40 32 8 30 42 3 71 64 79 73 25 99 77 39 98 13 18 32 65 66 23 29 5 58 30 15 21 99 73 60 58 13 45 18 44 39 21 15 55 
53 40 80 52 69 72 2 35 0 34 0 8 57 29 13 68 12 80 89 11 54 2 21 67 99 39 63 38 13 30 46 66 71 78 18 92 50 72 27 40 6 28 1 15 9 14 35 21 95 77 33 49 31 6 68 30 98 32 20 11 62 66 77 85 97 47 78 47 19 5 40 77 85 41 44 95 7 32 16 54 9 1 55 40 8 24 70 6 56 42 69 70 61 46 8 58 45 86 57 16 43 97 45 29 90 89 76 50 21 44 4 82 98 60 22 6 84 44 64 92 87 85 14 48 83 22 6 28 60 15 
96 56 65 41 37 55 30 13 57 0 9 14 86 7 74 61 65 10 5 29 54 44 66 20 44 49 43 2 77 55 18 73 11 83 14 48 90 97 13 48 53 23 62 91 30 88 52 96 50 10 77 4 54 44 24 51 93 19 53 23 75 71 48 38 54 15 39 45 12 52 93 17 27 7 8 58 95 13 6 45 75 35 1 81 79 77 32 25 97 86 48 24 57 96 14 12 11 53 9 75 58 54 44 37 61 5 47 8 18 53 5 93 89 6 26 20 83 59 45 32 45 45 8 54 94 23 18 5 28 27 
33 38 81 29 76 42 34 23 2 52 0 7 97 18 13 76 90 49 35 36 33 32 33 42 86 27 17 5 85 97 32 70 36 66 99 12 60 34 87 63 38 16 70 88 86 36 64 77 85 51 65 70 83 98 12 69 78 81 26 15 79 11 85 67 77 84 31 37 70 18 0 61 35 23 49 73 59 65 50 96 16 67 66 99 18 31 20 96 12 47 63 43 58 48 10 87 84 41 76 7 12 29 68 99 52 17 72 11 34 75 7 50 42 73 49 12 4 21 60 69 68 23 12 78 71 75 17 8 16 94 
15 80 23 83 79 75 52 52 38 86 79 0 36 21 22 37 34 27 58 46 48 79 70 60 9 93 35 27 1 4 21 68 84 96 3 64 71 7 68 61 93 47 58 81 20 80 70 6 59 81 53 7 12 23 20 21 16 7 48 70 63 21 90 48 17 94 64 40 1 84 1 47 31 11 28 3 44 51 10 3 32 63 63 96 38 83 17 6 42 66 76 6 39 67 54 57 13 70 49 14 54 3 13 37 14 94 40 58 45 2 14 29 17 29 25 55 12 42 14 54 60 42 60 52 61 66 61 74 88 10 
41 42 13 54 31 80 48 72 90 93 26 4 0 44 33 51 99 97 46 65 4 6 8 16 10 69 35 71 44 23 82 85 18 95 91 49 75 40 73 66 85 0 22 12 44 8 63 95 57 9 61 61 68 69 30 78 90 65 50 34 40 32 71 58 79 63 8 7 55 33 25 40 33 99 52 29 7 16 25 65 25 38 78 45 59 8 24 49 25 74 36 66 58 7 24 37 22 84 44 77 18 21 18 3 21 22 33 28 90 10 45 68 48 76 13 59 36 37 8 62 11 44 80 69 52 56 59 26 41 55 
4 11 77 74 14 98 96 47 78 39 9 24 7 0 52 20 16 88 10 77 2 73 21 82 95 25 91 54 52 32 9 56 95 38 82 61 36 78 61 15 17 70 91 76 28 43 97 96 83 7 73 86 80 47 20 27 72 11 81 76 95 43 32 90 81 66 52 18 45 65 85 14 35 28 91 15 71 40 12 54 99 37 92 31 84 13 59 57 24 40 33 20 35 18 62 17 84 66 87 81 31 24 48 19 52 39 34 75 79 46 81 30 84 74 61 68 87 20 77 63 13 63 35 48 33 50 17 17 16 56 
51 0 80 99 19 32 90 53 7 21 52 41 51 88 0 12 56 54 85 86 17 50 49 53 98 82 55 68 51 71 24 2 23 57 53 94 89 43 48 49 64 52 90 15 40 57 80 48 11 17 34 28 67 35 33 17 17 88 85 21 12 62 75 35 19 29 30 60 72 30 61 89 82 3 56 74 60 88 22 71 5 57 52 24 44 85 42 62 26 79 83 38 41 58 25 12 39 7 73 64 89 34 53 23 38 61 97 50 50 20 22 7 29 74 32 73 11 74 87 89 5 22 27 47 33 5 11 72 64 84 
88 54 71 93 77 61 55 27 11 57 99 85 64 80 11 0 5 23 74 93 64 80 67 44 79 0 49 90 25 65 27 13 19 50 7 49 11 14 76 74 71 27 12 87 7 23 88 64 98 62 57 63 94 77 7 25 29 8 68 6 73 95 72 45 97 31 94 60 45 22 34 68 1 98 7 8 22 95 72 72 10 82 35 56 11 94 82 40 2 50 47 28 97 19 73 94 50 67 54 47 41 40 67 42 39 74 2 13 22 26 85 32 60 21 88 71 67 22 64 70 72 63 98 69 34 71 15 36 90 69 
83 83 62 50 77 53 76 79 66 98 57 51 82 18 24 23 0 92 45 5 14 70 68 12 91 2 35 7 38 77 28 73 60 90 75 37 43 52 68 61 2 25 13 85 43 89 60 85 81 57 90 95 27 11 59 19 13 94 78 4 71 6 77 83 49 53 20 44 57 40 6 59 66 71 96 61 60 8 98 94 66 41 89 45 52 49 16 17 95 94 21 19 53 51 2 2 4 75 98 13 15 56 72 33 27 21 47 88 29 45 82 47 38 23 93 90 24 9 60 20 4 81 39 9 32 93 11 88 68 61 
1 36 18 26 69 45 47 68 85 28 14 19 76 4 43 69 47 0 30 7 39 34 88 30 43 73 24 6 13 44 20 67 80 38 93 2 35 92 70 21 72 36 92 48 41 87 69 88 7 0 95 98 86 35 81 82 60 5 40 74 1 60 93 82 98 86 36 34 30 6 7 2 43 99 3 36 39 72 24 46 24 71 96 11 58 77 93 19 34 33 45 36 46 38 70 44 76 6 30 6 12 89 60 7 41 63 95 80 88 71 78 12 42 74 23 1 4 68 72 38 54 17 74 0 7 44 96 83 2 79 
41 67 20 1 74 61 17 22 93 5 93 23 17 88 50 93 41 54 0 13 92 67 82 19 19 89 15 68 24 18 99 65 85 19 66 11 33 83 33 78 40 79 2 58 67 52 3 60 58 16 73 2 84 7 73 55 96 89 23 72 59 74 37 44 94 55 7 79 39 93 57 79 72 59 89 91 63 92 51 21 61 76 76 97 83 49 52 31 90 28 3 49 2 92 45 48 47 53 27 38 98 85 70 22 96 59 13 60 4 16 33 65 44 9 14 79 11 66 62 1 46 65 51 1 9 48 49 56 1 29 
95 51 66 65 73 62 76 38 22 32 6 8 49 50 17 63 29 80 82 0 82 28 8 85 81 69 33 83 26 87 12 73 38 78 90 12 92 66 50 15 51 57 23 0 59 92 16 41 25 98 84 7 78 45 44 12 14 77 95 40 64 59 65 55 89 55 67 81 22 69 48 25 78 23 25 90 16 93 31 41 91 15 0 22 60 44 34 75 73 29 67 90 40 33 45 29 88 64 10 62 85 59 39 16 82 65 6 50 10 37 43 2 4 43 76 17 39 62 92 13 91 11 55 83 96 0 12 85 16 22 
99 1 33 39 69 68 56 75 18 66 64 14 20 21 57 48 38 49 10 82 0 53 93 17 36 90 69 48 27 85 23 26 38 8 17 8 76 25 35 47 92 0 61 64 21 70 13 11 19 23 93 33 77 86 2 65 28 71 14 55 8 89 34 99 97 3 7 26 29 94 73 21 94 34 37 67 4 50 78 24 26 71 57 55 10 60 20 38 83 86 46 44 75 32 43 25 35 2 51 64 96 24 37 43 10 75 10 14 77 41 90 3 64 0 10 26 12 31 17 95 17 63 39 45 95 34 70 82 36 73 
47 33 97 84 76 7 59 38 73 37 79 64 92 96 16 3 22 28 34 39 75 0 54 67 0 1 1 22 84 38 95 31 23 44 67 99 3 27 37 77 16 69 93 60 65 9 63 87 89 49 79 64 5 33 83 5 35 85 80 71 75 75 2 98 20 69 97 23 48 86 52 16 7 97 77 72 58 92 12 47 94 43 64 99 76 47 56 63 84 36 34 59 64 88 9 84 10 58 59 10 97 64 27 4 61 56 29 20 48 41 19 94 84 35 93 12 83 50 28 19 38 14 31 2 3 40 38 13 99 50 
