150
0 75 72 15 87 0 12 71 26 39 83 91 84 87 36 48 71 90 69 94 80 99 82 14 73 72 54 98 50 1 42 64 28 14 80 67 66 44 38 92 83 73 35 19 60 72 19 84 14 88 78 94 40 12 8 65 37 62 16 87 15 10 4 95 77 36 62 43 32 52 88 67 26 23 38 86 95 57 22 61 98 1 56 38 65 16 55 2 79 71 42 46 82 98 42 59 86 4 54 18 57 42 85 35 66 23 73 13 80 96 75 78 97 83 68 14 99 24 17 30 47 11 77 81 9 19 92 95 75 47 65 84 89 50 19 7 25 93 73 57 41 48 88 90 31 56 4 82 32 73 
13 0 84 42 61 45 13 54 92 88 1 57 25 42 7 44 2 84 89 75 42 82 23 30 72 6 38 77 40 71 50 53 51 87 95 64 32 8 18 77 49 71 34 74 66 94 70 68 78 12 43 72 94 18 2 67 76 41 96 16 64 98 22 67 85 69 31 70 30 2 47 79 73 33 5 91 27 27 59 58 91 54 30 86 24 85 5 0 78 53 69 42 51 43 9 89 12 92 11 94 94 10 25 20 43 30 11 23 10 23 81 1 29 63 39 54 48 44 6 26 97 27 68 1 70 29 90 35 22 1 29 68 11 55 40 6 37 52 29 47 27 10 49 56 74 88 62 74 85 69 
1 34 0 21 35 19 3 77 54 77 30 83 45 93 90 86 0 28 90 29 75 69 92 76 77 18 17 40 92 54 61 93 40 9 67 76 28 70 5 34 47 36 70 44 29 60 82 81 40 72 11 68 41 55 96 19 73 13 11 65 19 72 11 60 33 30 88 62 52 93 48 51 81 18 95 63 31 78 44 71 2 55 91 96 62 88 67 35 1 30 53 73 2 64 33 35 94 73 49 46 18 50 97 52 20 44 15 51 74 59 75 29 67 66 25 29 54 44 17 8 74 70 33 28 34 18 15 80 91 17 78 9 67 27 13 87 23 28 91 98 40 18 79 7 84 56 88 91 0 5 
51 26 75 0 6 61 2 73 93 93 90 23 54 9 2 68 49 78 48 92 28 88 10 7 47 46 63 36 37 15 93 88 93 21 24 99 34 26 72 80 71 15 55 26 76 58 46 25 88 94 69 16 35 79 23 82 78 38 70 15 53 64 56 46 37 80 97 71 59 21 3 30 36 59 8 65 69 6 90 57 53 12 73 88 91 48 22 21 86 93 37 39 9 45 37 46 77 34 69 36 55 25 19 44 84 27 9 5 34 51 62 87 15 87 75 7 35 97 28 21 42 17 12 51 14 49 49 92 35 71 80 42 96 99 86 32 79 47 37 65 51 99 52 66 38 79 25 73 28 6 
94 71 75 58 0 90 7 76 34 42 47 66 84 95 18 23 27 97 22 64 62 73 15 66 40 53 45 17 78 25 23 24 48 99 82 75 89 89 51 75 83 50 41 19 45 59 42 72 8 65 88 22 90 3 88 30 8 85 48 86 11 23 62 11 22 44 86 63 85 37 38 68 87 32 87 84 43 82 56 4 99 96 26 89 51 67 20 59 52 20 97 15 43 59 27 18 3 13 81 40 3 72 8 42 56 48 27 51 30 35 55 29 32 34 18 83 1 90 95 53 62 92 21 58 4 48 76 59 13 9 0 16 33 60 59 89 8 86 93 90 21 48 71 5 82 42 89 83 84 84 
89 47 28 10 5 0 10 33 44 23 42 96 92 28 56 51 17 17 89 62 7 62 11 31 68 45 73 57 81 9 93 22 56 73 84 13 58 94 46 2 69 41 50 61 69 6 12 38 75 53 1 35 16 64 66 36 9 91 45 42 0 38 64 57 11 48 22 21 94 69 75 64 10 25 25 31 84 90 69 59 95 70 94 11 86 60 47 48 51 44 90 4 82 7 13 46 7 35 19 2 56 95 18 18 20 95 49 4 85 19 16 81 41 10 44 28 71 44 76 74 88 18 30 23 25 43 21 85 79 40 39 35 35 57 54 8 52 55 64 90 74 80 23 68 91 67 48 14 63 76 
40 52 46 71 27 24 0 48 9 97 40 48 85 76 5 91 36 9 46 0 99 73 33 22 41 24 42 41 90 5 17 30 9 63 53 88 87 20 88 48 17 29 96 2 57 53 93 93 63 40 45 62 13 78 37 6 54 31 47 44 88 16 75 50 31 80 38 71 0 27 19 18 8 16 72 65 69 18 10 84 58 55 47 23 86 36 81 40 67 80 85 7 48 12 57 79 92 96 50 93 75 70 63 83 38 87 48 59 5 58 44 15 65 43 38 3 79 71 44 98 51 81 5 51 93 15 31 37 11 33 82 38 55 45 21 93 85 69 53 90 79 97 6 96 40 96 0 71 20 96 
21 23 77 78 75 22 93 0 59 56 91 42 94 47 39 15 92 24 36 97 15 67 46 73 16 86 21 16 9 93 12 82 17 41 61 92 63 6 50 22 15 93 64 9 92 4 77 85 80 65 82 47 85 29 20 1 67 94 69 29 87 33 11 56 74 24 0 37 83 50 11 98 96 76 59 88 32 88 73 12 6 8 60 91 37 32 92 56 78 13 85 18 46 49 74 20 73 75 9 8 77 20 6 73 48 18 14 32 6 87 45 12 47 57 3 84 41 47 93 20 60 78 38 58 79 12 78 53 39 39 13 17 60 20 90 8 38 56 93 96 44 38 61 91 47 64 28 88 64 73 
60 76 3 98 35 83 63 65 0 2 5 1 19 17 73 62 77 63 18 70 60 14 8 21 58 7 37 38 96 53 63 56 30 66 7 17 49 70 34 89 24 39 91 96 56 64 10 34 28 80 4 40 95 65 61 5 72 50 95 20 4 58 29 86 24 36 55 26 58 89 15 82 81 6 78 37 23 40 23 3 21 80 43 68 45 56 73 69 6 20 42 62 78 71 0 54 59 55 80 17 45 96 51 78 54 82 15 29 22 91 32 43 71 27 11 68 35 36 89 42 56 31 56 34 2 57 89 13 12 21 30 9 69 82 39 24 16 55 5 38 98 90 34 69 17 97 89 53 34 78 
47 90 10 3 77 64 12 18 78 0 91 60 38 61 94 78 37 10 85 42 1 83 32 35 4 50 32 93 55 18 23 2 61 33 57 90 50 22 8 80 99 51 40 37 12 35 15 49 97 52 92 98 35 76 85 39 78 18 84 33 36 8 87 49 93 97 39 43 19 47 75 70 51 16 7 63 3 75 65 0 27 57 51 15 85 36 6 64 6 43 49 43 51 89 92 96 38 84 40 57 83 67 27 34 83 86 98 38 13 63 91 93 72 42 8 57 78 14 73 85 57 75 80 60 16 24 57 54 8 49 63 92 16 90 26 52 28 76 90 42 39 81 35 63 75 95 73 6 61 46 
91 71 73 23 31 89 47 40 43 8 0 6 52 58 48 78 62 29 7 52 23 46 86 58 62 13 5 35 19 66 33 62 37 7 85 21 48 85 61 92 93 3 50 97 61 51 27 75 80 34 79 3 33 17 13 95 31 18 30 50 84 63 13 22 22 50 43 71 35 56 15 80 59 17 77 72 68 57 47 48 91 27 51 24 44 64 19 27 34 1 78 19 17 43 93 91 45 36 14 81 44 29 13 4 47 43 76 15 0 76 16 91 55 19 68 99 36 39 79 70 41 57 89 10 52 82 1 97 70 16 30 15 97 96 71 44 39 99 12 91 75 28 82 30 47 2 82 35 42 61 
6 83 70 95 93 74 30 46 71 52 62 0 19 60 50 90 56 89 90 20 32 17 48 14 48 48 69 82 35 11 43 41 46 65 89 91 39 71 37 62 23 52 16 95 12 66 37 20 7 79 41 39 97 41 6 97 41 75 79 77 86 74 18 32 91 59 23 30 30 12 92 54 64 9 1 28 27 38 49 87 18 42 26 67 35 84 64 77 11 95 6 49 21 76 33 12 36 8 42 66 21 86 72 85 95 73 66 75 12 15 62 82 9 40 49 44 25 65 73 88 60 79 38 33 56 71 97 44 80 39 10 1 77 83 38 25 8 4 0 72 71 62 54 32 54 55 77 31 20 2 
20 32 82 58 65 90 81 62 34 13 53 96 0 83 79 5 8 40 61 8 12 33 22 67 17 76 22 94 8 95 49 80 27 83 90 45 25 23 59 59 37 65 7 3 48 39 8 56 79 70 16 91 55 38 10 72 66 33 19 26 80 20 6 7 3 48 52 28 72 12 39 9 77 46 12 77 85 73 33 16 43 49 8 50 87 70 74 5 55 45 32 35 65 90 43 68 39 47 48 11 11 87 20 88 86 84 65 23 57 50 40 52 99 0 54 38 70 29 96 78 26 28 13 92 18 56 12 57 56 61 20 67 0 92 8 86 77 73 10 86 76 2 39 27 54 93 18 76 74 14 
54 1 42 68 45 60 76 9 70 32 22 42 0 0 35 8 61 64 33 23 50 9 77 89 37 31 35 55 8 9 69 62 62 63 30 59 75 7 69 97 91 43 40 91 18 75 51 80 39 85 55 41 46 33 31 35 64 18 42 24 79 63 87 42 26 69 53 2 28 74 51 20 18 91 63 36 18 15 68 57 52 24 99 98 9 82 34 25 0 76 50 79 40 89 73 18 58 27 72 39 53 24 11 71 15 74 60 34 41 80 43 93 4 94 92 65 28 78 91 28 6 93 60 98 34 85 17 44 64 89 83 18 65 94 41 81 21 1 67 62 82 62 8 38 57 0 56 37 30 99 
66 36 92 78 35 78 63 4 22 80 45 6 98 11 0 39 44 73 93 63 88 27 25 96 65 34 48 73 72 78 72 90 66 64 20 53 42 83 9 17 63 55 23 13 18 27 5 14 53 98 77 41 25 54 37 42 89 37 16 13 15 40 3 33 57 23 87 51 58 96 68 74 3 43 39 73 71 44 87 24 94 16 17 71 71 6 14 12 43 82 25 10 22 80 43 79 55 82 31 65 31 51 39 34 95 31 60 66 75 47 42 70 64 59 41 87 65 7 51 8 41 76 18 16 8 61 47 63 96 30 28 27 82 20 13 77 51 73 43 78 21 85 0 37 96 42 76 61 1 27 
69 43 55 39 11 63 52 58 78 48 89 58 75 71 30 0 0 33 62 95 12 35 32 64 24 28 6 0 89 60 79 10 55 34 49 66 49 1 24 79 50 65 38 77 88 20 66 88 54 81 83 18 68 15 82 93 95 41 45 84 1 25 46 56 59 95 74 61 97 98 40 99 16 30 76 4 51 95 45 57 76 28 27 44 96 9 89 43 2 35 80 3 60 26 11 71 22 85 32 71 36 25 70 4 55 98 8 58 93 53 15 21 34 42 66 82 4 7 25 6 42 5 62 54 32 25 26 6 63 10 77 51 35 99 55 43 97 15 1 43 69 69 64 55 63 82 89 67 90 66 
26 84 24 88 39 56 65 65 14 28 27 43 79 15 42 86 0 91 2 11 86 23 32 51 78 96 33 19 15 75 85 93 60 9 33 99 17 99 16 83 27 95 26 59 10 20 45 20 12 99 84 98 22 16 1 52 64 87 71 32 62 9 25 74 70 59 25 88 58 41 71 37 89 50 48 99 70 94 20 34 45 4 85 68 72 86 20 37 73 44 69 88 5 94 62 75 5 40 15 63 33 87 53 22 89 1 22 59 47 94 94 93 50 79 61 22 65 33 11 91 29 32 31 34 79 45 10 84 85 25 48 19 64 53 41 53 54 15 65 2 9 59 95 59 90 8 34 7 93 45 
98 23 78 81 9 57 27 71 41 12 49 41 31 13 46 25 19 0 40 84 3 2 95 50 61 85 10 95 44 3 93 95 78 23 76 88 80 3 59 73 16 60 67 99 26 13 24 45 66 17 81 69 19 28 71 32 65 81 80 9 85 73 4 15 96 81 3 28 36 15 1 52 75 20 4 1 86 28 98 52 97 31 74 16 59 45 49 76 79 29 38 64 54 42 31 50 75 35 30 12 2 83 16 29 4 20 83 42 1 81 94 98 65 68 67 76 14 68 53 93 49 91 9 3 85 92 5 13 27 35 77 81 18 93 11 74 66 94 16 19 27 63 69 92 31 36 69 97 56 74 
42 5 17 3 8 2 96 65 67 75 0 44 57 71 38 20 97 56 0 66 27 45 29 96 38 60 85 59 10 41 85 52 99 2 56 7 56 52 25 24 79 77 68 36 48 58 8 98 66 26 64 93 72 93 90 62 5 27 73 15 20 58 68 19 12 24 79 68 28 4 44 7 81 65 96 30 23 56 80 42 83 44 35 55 37 77 69 42 56 42 58 77 0 78 96 12 54 75 32 82 79 29 41 61 94 89 43 17 98 23 11 81 19 47 88 8 76 57 50 33 51 60 10 51 90 6 15 44 34 99 78 65 28 72 26 22 61 21 92 11 96 3 44 67 2 84 75 79 93 78 
12 44 38 22 95 29 80 62 25 14 62 4 80 90 76 58 65 89 32 0 1 80 12 97 48 15 82 23 94 75 1 58 20 92 80 67 73 12 30 50 79 44 54 11 34 82 21 51 72 53 60 25 86 73 22 86 88 4 9 34 32 63 92 52 7 24 19 32 36 1 82 67 45 89 78 32 71 0 83 43 5 44 20 43 17 95 29 57 99 39 91 83 54 35 35 13 59 7 45 47 60 79 15 6 68 93 38 40 45 73 35 51 17 56 94 86 51 76 95 2 15 38 86 21 73 73 34 84 32 31 32 93 10 99 99 79 44 89 19 90 62 6 93 32 62 39 70 65 15 18 
68 82 56 6 3 82 31 89 66 64 20 50 9 31 1 60 62 46 49 33 0 63 39 81 47 54 20 70 19 88 88 39 70 96 97 26 78 29 15 97 45 36 99 54 19 1 14 81 47 15 14 35 30 5 16 30 59 88 0 79 76 40 18 47 36 16 25 15 97 40 64 94 28 63 48 47 64 14 28 63 81 94 98 63 0 66 93 59 55 45 90 83 85 61 82 22 77 7 89 26 48 53 20 28 68 20 76 33 86 56 48 67 3 99 30 3 65 76 14 72 21 5 8 7 18 90 81 47 50 70 73 50 75 45 78 43 65 54 28 3 63 77 70 66 76 52 21 93 80 87 
66 2 44 26 61 62 16 42 9 18 64 82 68 91 79 47 34 44 53 63 99 0 92 21 34 20 74 55 13 6 43 31 8 87 57 69 50 26 63 59 44 27 94 13 70 73 12 5 70 17 20 69 34 12 91 68 32 17 76 97 23 19 29 32 58 38 53 8 64 69 20 9 48 14 74 19 87 38 24 9 55 96 79 41 60 70 62 44 39 38 41 62 9 70 46 67 9 52 28 25 21 48 86 69 14 60 88 53 50 64 63 6 60 42 47 72 64 61 16 55 99 58 17 8 80 16 76 41 68 4 67 41 4 53 62 18 66 3 71 16 19 34 22 80 28 22 4 44 83 21 
