90
0 44 72 4 43 49 63 65 79 71 80 39 3 10 11 85 43 88 73 4 48 99 33 77 55 15 52 17 14 81 38 82 25 10 39 20 60 2 86 91 25 66 30 29 77 93 66 72 81 92 29 82 91 14 11 98 82 15 67 96 96 6 79 21 16 18 42 28 72 80 19 97 98 1 78 27 46 45 0 28 37 81 62 80 95 73 30 77 41 97 
74 0 3 5 11 72 75 5 0 99 85 72 96 35 73 75 63 20 72 15 0 61 96 14 93 91 39 23 21 80 20 47 18 76 52 29 48 79 86 48 78 23 72 74 58 46 1 21 18 25 36 70 38 84 84 31 28 23 6 49 4 79 96 22 55 0 3 3 79 89 3 57 12 28 83 22 74 37 44 44 14 32 14 53 17 50 36 45 73 95 
46 77 0 94 51 81 94 6 36 25 47 91 82 11 19 17 34 93 6 30 89 21 62 55 26 31 5 14 28 79 9 26 8 35 20 12 16 66 70 52 91 18 44 25 81 63 43 15 9 49 97 50 70 60 6 48 43 63 63 72 94 72 50 3 8 71 67 24 37 37 29 29 7 25 54 89 40 49 56 1 99 54 52 21 66 10 70 9 73 33 
33 68 57 0 23 65 7 90 42 44 79 71 25 87 48 32 28 88 81 36 90 32 90 42 54 8 52 76 70 77 61 55 45 18 91 68 84 98 10 78 95 90 1 20 29 49 52 9 37 86 45 27 18 88 21 24 96 73 0 66 3 61 74 48 32 65 69 68 64 79 46 59 69 47 31 50 48 36 59 85 22 5 13 92 93 86 69 41 12 69 
60 15 83 34 0 67 99 32 35 15 12 81 26 33 80 58 36 28 46 95 65 20 52 30 64 97 17 33 39 29 3 51 44 38 37 59 5 88 92 92 4 56 25 30 41 5 40 77 85 38 25 2 58 77 33 23 27 50 56 18 31 11 69 75 1 6 34 58 94 78 50 50 86 75 33 80 32 25 9 69 64 34 72 74 64 57 97 91 7 6 
9 38 69 30 65 0 36 51 81 82 30 84 33 68 11 66 48 96 91 58 65 7 92 89 82 8 46 31 51 5 89 12 95 59 42 12 34 30 64 15 13 46 51 98 14 63 16 63 59 59 73 76 67 17 18 1 26 16 32 77 74 22 90 69 33 84 82 67 15 98 34 80 44 86 30 10 1 46 25 12 57 98 40 76 16 58 77 42 27 10 
71 1 84 13 22 17 0 56 36 17 54 22 49 50 60 79 61 61 77 86 25 34 37 66 63 53 76 40 47 3 50 70 56 34 36 79 3 86 87 91 3 42 14 52 44 74 83 5 36 12 44 13 98 81 79 61 86 8 2 33 63 52 55 20 39 91 51 94 77 38 86 32 32 52 84 77 26 19 82 14 31 78 28 30 11 59 91 97 67 93 
82 31 98 38 3 89 29 0 83 7 44 21 39 77 73 76 54 52 95 88 18 27 19 46 9 30 58 0 28 25 46 10 8 44 48 63 33 30 69 68 37 14 42 28 43 67 4 49 19 52 89 38 31 8 36 40 39 46 92 19 24 38 81 32 82 82 48 67 12 17 88 1 83 30 29 78 49 86 27 69 90 17 59 21 77 47 13 68 94 5 
39 18 96 21 2 78 55 2 0 19 20 86 20 55 68 1 34 17 39 13 38 29 82 49 2 60 49 67 28 95 25 68 13 21 41 67 99 96 70 49 15 42 87 87 49 55 40 35 25 80 49 63 61 31 65 16 43 14 83 72 9 8 92 74 81 33 93 81 81 63 82 48 57 70 87 59 77 27 94 2 59 43 18 73 27 83 89 70 49 24 
94 58 85 38 84 66 23 77 99 0 93 34 4 2 4 91 61 81 71 56 84 30 51 54 55 78 37 96 1 38 73 47 96 10 86 32 28 9 9 80 66 54 14 70 57 18 14 18 51 85 74 87 67 26 41 75 56 30 71 57 68 44 57 16 54 43 48 35 52 10 15 18 64 29 41 21 47 55 92 98 92 66 38 11 44 79 86 1 10 10 
